chip_stem,scene_stem,source,sza_bin,split,date,hour_utc,region,wind_speed_10m,temp_2m,pass_wind,pass_temp,pass_both
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r7168_c2048,S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721,roboflow,sza_70_75,train,2021-10-01,13,KQ,1.25,2.80,True,True,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r8448_c2048,S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721,roboflow,sza_70_75,train,2021-10-01,13,KQ,1.25,2.80,True,True,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r3840_c3584,S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721,roboflow,sza_70_75,train,2021-10-01,13,KQ,1.25,2.80,True,True,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r4352_c4608,S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721,roboflow,sza_70_75,train,2021-10-01,13,KQ,1.25,2.80,True,True,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r10240_c1792,S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721,roboflow,sza_70_75,train,2021-10-01,13,KQ,1.25,2.80,True,True,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r7936_c6912,S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721,roboflow,sza_70_75,train,2021-10-01,13,KQ,1.25,2.80,True,True,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r9984_c5888,S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721,roboflow,sza_70_75,train,2021-10-01,13,KQ,1.25,2.80,True,True,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r6400_c5632,S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721,roboflow,sza_70_75,val,2021-10-01,13,KQ,1.25,2.80,True,True,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r2304_c3584,S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721,roboflow,sza_70_75,val,2021-10-01,13,KQ,1.25,2.80,True,True,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r9984_c2048,S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721,roboflow,sza_70_75,val,2021-10-01,13,KQ,1.25,2.80,True,True,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r3328_c4352,S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721,roboflow,sza_70_75,val,2021-10-01,13,KQ,1.25,2.80,True,True,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r7168_c3072,S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721,roboflow,sza_70_75,val,2021-10-01,13,KQ,1.25,2.80,True,True,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r5376_c3840,S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721,roboflow,sza_70_75,test,2021-10-01,13,KQ,1.25,2.80,True,True,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r10496_c1024,S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721,roboflow,sza_70_75,test,2021-10-01,13,KQ,1.25,2.80,True,True,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r8192_c3840,S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721,roboflow,sza_70_75,test,2021-10-01,13,KQ,1.25,2.80,True,True,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r10240_c0256,S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721,roboflow,sza_70_75,test,2021-10-01,13,KQ,1.25,2.80,True,True,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r5120_c5376,S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721,roboflow,sza_70_75,test,2021-10-01,13,KQ,1.25,2.80,True,True,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r5888_c5632,S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721,roboflow,sza_70_75,test,2021-10-01,13,KQ,1.25,2.80,True,True,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721_r6912_c5632,S2B_MSIL1C_20211001T134859_N0500_R110_T25WER_20230112T231721,roboflow,sza_70_75,test,2021-10-01,13,KQ,1.25,2.80,True,True,True
S2A_MSIL1C_20201003T143041_N0500_R139_T24WWU_20230306T133643_r6656_c5632,S2A_MSIL1C_20201003T143041_N0500_R139_T24WWU_20230306T133643,roboflow,sza_70_75,train,2020-10-03,14,SK,1.17,-1.20,True,False,False
S2A_MSIL1C_20201003T143041_N0500_R139_T24WWU_20230306T133643_r5376_c4608,S2A_MSIL1C_20201003T143041_N0500_R139_T24WWU_20230306T133643,roboflow,sza_70_75,train,2020-10-03,14,SK,1.17,-1.20,True,False,False
S2A_MSIL1C_20201003T143041_N0500_R139_T24WWU_20230306T133643_r6400_c5376,S2A_MSIL1C_20201003T143041_N0500_R139_T24WWU_20230306T133643,roboflow,sza_70_75,train,2020-10-03,14,SK,1.17,-1.20,True,False,False
S2A_MSIL1C_20201003T143041_N0500_R139_T24WWU_20230306T133643_r6400_c6144,S2A_MSIL1C_20201003T143041_N0500_R139_T24WWU_20230306T133643,roboflow,sza_70_75,train,2020-10-03,14,SK,1.17,-1.20,True,False,False
S2A_MSIL1C_20201003T143041_N0500_R139_T24WWU_20230306T133643_r5120_c6656,S2A_MSIL1C_20201003T143041_N0500_R139_T24WWU_20230306T133643,roboflow,sza_70_75,train,2020-10-03,14,SK,1.17,-1.20,True,False,False
S2A_MSIL1C_20201003T143041_N0500_R139_T24WWU_20230306T133643_r6912_c4864,S2A_MSIL1C_20201003T143041_N0500_R139_T24WWU_20230306T133643,roboflow,sza_70_75,train,2020-10-03,14,SK,1.17,-1.20,True,False,False
S2A_MSIL1C_20201003T143041_N0500_R139_T24WWU_20230306T133643_r7936_c2560,S2A_MSIL1C_20201003T143041_N0500_R139_T24WWU_20230306T133643,roboflow,sza_70_75,val,2020-10-03,14,SK,1.17,-1.20,True,False,False
S2A_MSIL1C_20201003T143041_N0500_R139_T24WWU_20230306T133643_r7424_c4864,S2A_MSIL1C_20201003T143041_N0500_R139_T24WWU_20230306T133643,roboflow,sza_70_75,test,2020-10-03,14,SK,1.17,-1.20,True,False,False
S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018_r2560_c6656,S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018,roboflow,sza_gt75,train,2018-11-02,14,SK,4.94,-2.40,True,False,False
S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018_r4352_c8448,S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018,roboflow,sza_gt75,train,2018-11-02,14,SK,4.94,-2.40,True,False,False
S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018_r5376_c9728,S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018,roboflow,sza_gt75,train,2018-11-02,14,SK,4.94,-2.40,True,False,False
S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018_r5888_c9728,S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018,roboflow,sza_gt75,train,2018-11-02,14,SK,4.94,-2.40,True,False,False
S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018_r6400_c9472,S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018,roboflow,sza_gt75,train,2018-11-02,14,SK,4.94,-2.40,True,False,False
S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018_r6912_c8704,S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018,roboflow,sza_gt75,train,2018-11-02,14,SK,4.94,-2.40,True,False,False
S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018_r5632_c9728,S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018,roboflow,sza_gt75,train,2018-11-02,14,SK,4.94,-2.40,True,False,False
S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018_r4096_c10240,S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018,roboflow,sza_gt75,train,2018-11-02,14,SK,4.94,-2.40,True,False,False
S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018_r6656_c7424,S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018,roboflow,sza_gt75,train,2018-11-02,14,SK,4.94,-2.40,True,False,False
S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018_r4096_c9472,S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018,roboflow,sza_gt75,train,2018-11-02,14,SK,4.94,-2.40,True,False,False
S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018_r7168_c6912,S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018,roboflow,sza_gt75,train,2018-11-02,14,SK,4.94,-2.40,True,False,False
S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018_r3072_c7680,S2B_MSIL1C_20181102T141339_N0500_R053_T24WWT_20230617T110018,roboflow,sza_gt75,test,2018-11-02,14,SK,4.94,-2.40,True,False,False
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r10496_c4864,S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238,roboflow,sza_gt75,train,2016-11-07,14,SK,7.11,-0.30,True,False,False
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r4096_c0512,S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238,roboflow,sza_gt75,train,2016-11-07,14,SK,7.11,-0.30,True,False,False
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r7424_c1536,S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238,roboflow,sza_gt75,train,2016-11-07,14,SK,7.11,-0.30,True,False,False
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r6400_c0512,S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238,roboflow,sza_gt75,train,2016-11-07,14,SK,7.11,-0.30,True,False,False
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r10240_c0768,S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238,roboflow,sza_gt75,train,2016-11-07,14,SK,7.11,-0.30,True,False,False
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r9472_c1792,S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238,roboflow,sza_gt75,train,2016-11-07,14,SK,7.11,-0.30,True,False,False
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r9216_c0000,S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238,roboflow,sza_gt75,train,2016-11-07,14,SK,7.11,-0.30,True,False,False
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r6400_c1280,S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238,roboflow,sza_gt75,train,2016-11-07,14,SK,7.11,-0.30,True,False,False
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r9984_c5120,S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238,roboflow,sza_gt75,train,2016-11-07,14,SK,7.11,-0.30,True,False,False
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r9728_c4352,S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238,roboflow,sza_gt75,train,2016-11-07,14,SK,7.11,-0.30,True,False,False
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r9472_c0000,S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238,roboflow,sza_gt75,train,2016-11-07,14,SK,7.11,-0.30,True,False,False
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r9984_c1536,S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238,roboflow,sza_gt75,train,2016-11-07,14,SK,7.11,-0.30,True,False,False
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r10240_c1792,S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238,roboflow,sza_gt75,train,2016-11-07,14,SK,7.11,-0.30,True,False,False
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r10240_c0000,S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238,roboflow,sza_gt75,train,2016-11-07,14,SK,7.11,-0.30,True,False,False
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r10240_c5120,S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238,roboflow,sza_gt75,train,2016-11-07,14,SK,7.11,-0.30,True,False,False
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r10496_c5120,S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238,roboflow,sza_gt75,train,2016-11-07,14,SK,7.11,-0.30,True,False,False
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r7680_c1536,S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238,roboflow,sza_gt75,train,2016-11-07,14,SK,7.11,-0.30,True,False,False
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r9984_c1280,S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238,roboflow,sza_gt75,train,2016-11-07,14,SK,7.11,-0.30,True,False,False
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r7936_c1280,S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238,roboflow,sza_gt75,train,2016-11-07,14,SK,7.11,-0.30,True,False,False
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r10496_c0512,S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238,roboflow,sza_gt75,train,2016-11-07,14,SK,7.11,-0.30,True,False,False
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r9728_c1792,S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238,roboflow,sza_gt75,train,2016-11-07,14,SK,7.11,-0.30,True,False,False
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r7424_c1024,S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238,roboflow,sza_gt75,train,2016-11-07,14,SK,7.11,-0.30,True,False,False
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r10240_c1536,S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238,roboflow,sza_gt75,train,2016-11-07,14,SK,7.11,-0.30,True,False,False
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r10240_c2560,S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238,roboflow,sza_gt75,train,2016-11-07,14,SK,7.11,-0.30,True,False,False
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r8448_c0768,S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238,roboflow,sza_gt75,train,2016-11-07,14,SK,7.11,-0.30,True,False,False
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r5632_c0000,S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238,roboflow,sza_gt75,train,2016-11-07,14,SK,7.11,-0.30,True,False,False
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r8960_c3072,S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238,roboflow,sza_gt75,train,2016-11-07,14,SK,7.11,-0.30,True,False,False
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r9984_c3072,S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238,roboflow,sza_gt75,train,2016-11-07,14,SK,7.11,-0.30,True,False,False
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r6400_c0000,S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238,roboflow,sza_gt75,train,2016-11-07,14,SK,7.11,-0.30,True,False,False
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r9984_c3840,S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238,roboflow,sza_gt75,train,2016-11-07,14,SK,7.11,-0.30,True,False,False
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r8192_c1280,S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238,roboflow,sza_gt75,val,2016-11-07,14,SK,7.11,-0.30,True,False,False
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r9984_c3328,S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238,roboflow,sza_gt75,val,2016-11-07,14,SK,7.11,-0.30,True,False,False
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r8448_c1792,S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238,roboflow,sza_gt75,test,2016-11-07,14,SK,7.11,-0.30,True,False,False
S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238_r9216_c1792,S2A_MSIL1C_20161107T141402_N0500_R053_T24WWT_20230921T211238,roboflow,sza_gt75,test,2016-11-07,14,SK,7.11,-0.30,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r6656_c5632,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r5376_c6400,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r4096_c4096,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r6912_c4608,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r5888_c5632,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r4864_c6144,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r7680_c5120,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r9728_c4864,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r5632_c4608,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r8960_c5120,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r5120_c6912,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r6912_c4096,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r4352_c5632,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r8704_c2560,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r8192_c5120,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r4352_c5888,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r8960_c4864,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r9728_c5120,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r9216_c4608,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316,roboflow,sza_gt75,val,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r6144_c5376,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316,roboflow,sza_gt75,val,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r8448_c5120,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316,roboflow,sza_gt75,test,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r6400_c5632,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316,roboflow,sza_gt75,test,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316_r6912_c5376,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWU_20230720T212316,roboflow,sza_gt75,test,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10240_c2048,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,roboflow,sza_70_75,train,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c1024,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,roboflow,sza_70_75,train,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r4608_c6400,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,roboflow,sza_70_75,train,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r8704_c4352,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,roboflow,sza_70_75,train,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r8192_c3840,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,roboflow,sza_70_75,train,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r7936_c4096,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,roboflow,sza_70_75,train,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r10496_c2304,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,roboflow,sza_70_75,train,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r6656_c8192,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,roboflow,sza_70_75,train,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r9216_c4352,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,roboflow,sza_70_75,train,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r9216_c0000,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,roboflow,sza_70_75,train,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r8448_c3840,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,roboflow,sza_70_75,train,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r8192_c3584,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,roboflow,sza_70_75,train,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r8704_c2816,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,roboflow,sza_70_75,train,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r9472_c1536,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,roboflow,sza_70_75,train,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r9728_c2816,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,roboflow,sza_70_75,train,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207_r8192_c1536,S2B_MSIL1C_20171002T135009_N0500_R110_T25WER_20230817T124207,roboflow,sza_70_75,train,2017-10-02,13,KQ,0.50,4.90,True,True,True
